entry_time,exit_time,side,entry_price,exit_price,quantity,pnl
2026-02-11 04:20:00,2026-02-11 04:20:00,LONG,28.637039167575,28.580898823542142,206.74595461334346,-13.970383103787047
2026-02-11 04:50:00,2026-02-11 04:50:00,SHORT,28.9228914216,28.987715632987626,226.47045378904562,-17.306713014957154
2026-02-11 05:20:00,2026-02-11 05:20:00,SHORT,29.213179139925,29.281571196849494,223.8314510517323,-17.929947969848495
2026-02-11 06:15:00,2026-02-11 06:15:00,LONG,29.004098719860004,29.18007108100137,203.12503324947238,33.37351054440788
2026-02-11 06:50:00,2026-02-11 06:55:00,LONG,29.08309081828,29.011508873551122,203.25273017684887,-16.90789305155212
2026-02-11 07:20:00,2026-02-11 08:15:00,LONG,28.72550376315,28.653171332965968,227.64354387769782,-19.07509453060805
2026-02-11 08:45:00,2026-02-11 08:45:00,SHORT,28.93989312126,29.006650318827244,225.47960816452382,-17.66855000884596
2026-02-11 11:45:00,2026-02-11 11:45:00,SHORT,28.91889102168,28.980307157035547,203.26771683593725,-14.840221958214773
2026-02-11 12:20:00,2026-02-11 12:20:00,SHORT,29.03490261936,29.102351793144347,202.15299136675497,-15.988303234038522
2026-02-11 13:00:00,2026-02-11 13:05:00,LONG,28.930421752900003,28.864806095126486,202.5964385334866,-15.632661342479498
2026-02-11 14:10:00,2026-02-11 14:10:00,LONG,28.933105821279998,29.15546048358638,202.2577523335537,42.61418705671145
2026-02-11 14:50:00,2026-02-11 14:50:00,LONG,28.916107521620003,28.834960470011566,225.22206165627927,-20.873813958513836
2026-02-11 15:25:00,2026-02-11 15:50:00,LONG,28.65813332678,28.947423682472888,204.64754185035181,56.83295253375593
2026-02-11 16:00:00,2026-02-11 16:00:00,SHORT,28.924563754349997,29.01871858590653,203.88502612504223,-21.563353170503902
2026-02-11 17:15:00,2026-02-11 17:15:00,SHORT,29.42494161156,29.514825108776748,199.98412523180173,-20.336271155965445
2026-02-11 18:20:00,2026-02-11 18:25:00,SHORT,29.640963207240002,29.724732683784293,198.12052997431593,-18.95208500568834
2026-02-11 20:20:00,2026-02-11 20:20:00,SHORT,29.766975804719998,29.83822986367259,196.90494814317896,-16.380394824647748
2026-02-11 20:50:00,2026-02-11 20:50:00,SHORT,29.9979989001,30.061827273416856,242.51361407533943,-18.395410444734594
2026-02-11 21:20:00,2026-02-11 21:20:00,SHORT,30.035507898825,30.10386383877186,157.66958846132033,-12.676238449330382
2026-02-11 21:50:00,2026-02-11 22:00:00,LONG,29.924006701459998,29.857283229202007,194.97197807013555,-15.337740798247356
2026-02-11 22:20:00,2026-02-11 22:25:00,LONG,29.83,29.772147959267436,237.4811204820833,-16.566896677954187
2026-02-11 22:50:00,2026-02-11 22:50:00,LONG,29.795019604039997,29.735565412203737,195.18206134822154,-13.925931299397245
2026-02-11 23:20:00,2026-02-11 23:20:00,LONG,29.315067613640004,29.250285633449465,246.281968760072,-18.836160794541957
2026-02-17 11:40:00,2026-02-17 12:25:00,LONG,29.283070814280002,29.495037913059598,224.67954716905146,44.973899063721056
2026-02-17 12:40:00,2026-02-17 12:40:00,SHORT,29.542953409199995,29.590599689667595,197.05271020161592,-11.721191843302869
2026-02-17 13:20:00,2026-02-17 13:20:00,SHORT,29.533952509379997,29.58280626062713,196.87784027957437,-11.947900637491685
2026-02-17 13:55:00,2026-02-17 14:05:00,SHORT,29.703969505979998,29.753520471604123,216.64939673262302,-13.313619714323458
2026-02-17 14:35:00,2026-02-17 14:35:00,SHORT,29.772976404599998,29.627435682465496,215.8539383345874,28.857458590866166
2026-02-17 15:10:00,2026-02-17 15:30:00,LONG,29.182820740275,29.109147964490674,220.91188879665202,-18.847414794646802
2026-02-17 15:55:00,2026-02-17 15:55:00,SHORT,29.570956208640002,29.647793427343952,196.32617805022116,-17.413412668640696
2026-02-17 16:35:00,2026-02-17 16:35:00,SHORT,29.996992500749997,30.079286589375787,240.18738940871998,-22.655868439269977
2026-02-17 17:20:00,2026-02-17 17:30:00,LONG,29.622036907500004,29.536819164343843,195.22596207543867,-18.943257468762017
2026-02-17 17:50:00,2026-02-17 18:20:00,LONG,29.304771934175,29.61017238824611,266.15788483477616,78.13234654216693
2026-02-17 18:30:00,2026-02-17 18:40:00,SHORT,29.627961907499998,29.71054805248808,196.33043360580308,-18.547407568066106
2026-02-17 19:00:00,2026-02-17 20:10:00,SHORT,29.668361117175,29.43569248190343,216.84903917169748,47.900729351208135
2026-02-17 20:15:00,2026-02-17 20:20:00,LONG,29.417057411600002,29.354158150635282,219.8135718379208,-16.40708815917512
2026-02-17 20:45:00,2026-02-17 21:00:00,SHORT,29.626961807519997,29.68703802197467,196.5957241881498,-14.14526478277121
2026-02-17 21:15:00,2026-02-17 21:40:00,SHORT,29.802979404,29.860104298379916,216.25136572970712,-14.936251760964922
2026-02-17 21:45:00,2026-02-17 21:45:00,SHORT,29.865985702739998,29.918918245683727,215.46711572295018,-13.983839563945837
2026-02-17 22:20:00,2026-02-17 22:35:00,SHORT,29.89198830222,29.76713738161211,193.9998708706407,21.911134152722862
2026-02-17 22:50:00,2026-02-17 22:50:00,LONG,29.64103500712,29.59769111033215,217.3212162665992,-11.992430859981582
2026-02-17 23:30:00,2026-02-17 23:35:00,LONG,29.55504360884,29.512279290398634,222.99675719745082,-12.168761367889061
2026-02-18 00:15:00,2026-02-18 00:15:00,LONG,29.4270564114,29.37912716290377,197.05911275697827,-11.760665076693913
2026-02-18 00:45:00,2026-02-18 00:45:00,LONG,29.274071714460003,29.227935093308275,219.24038264592733,-12.678187944817926
2026-02-18 01:15:00,2026-02-18 01:30:00,LONG,29.012888748775,28.966831327242318,247.86972267948462,-14.288240481833208
2026-02-18 02:10:00,2026-02-18 02:35:00,SHORT,29.133912517379997,29.181129735343916,198.21525239239006,-11.67283077421916
2026-02-18 02:40:00,2026-02-18 03:00:00,SHORT,29.1596577426,29.203894356079026,219.18742798740945,-12.256560127790767
2026-02-18 03:15:00,2026-02-18 03:15:00,SHORT,29.20091921604,29.243055480176704,218.60239518329186,-11.768129052537292
2026-02-18 04:10:00,2026-02-18 04:35:00,SHORT,29.391250331025,29.260822386597066,238.08747296962989,28.26660558985451
2026-02-18 04:40:00,2026-02-18 04:55:00,LONG,29.21907721556,29.32292877143521,197.52647599680446,18.196609944364617
2026-02-18 05:50:00,2026-02-18 06:05:00,SHORT,29.3779369125,29.412641757708133,196.78572033437973,-9.14461312146655
2026-02-18 06:35:00,2026-02-18 07:00:00,SHORT,29.46194531082,29.497060579350055,196.04087057809798,-9.197079587404176
2026-02-18 07:05:00,2026-02-18 07:30:00,SHORT,29.510950209839997,29.425483457757213,195.53085346214334,14.409951019771569
2026-02-18 07:40:00,2026-02-18 07:40:00,SHORT,29.5729564086,29.605896351406088,216.53464502542857,-9.696919725518754
2026-02-18 08:15:00,2026-02-18 08:15:00,SHORT,29.643963507179997,29.686415404261844,194.7476124481563,-10.579949009434188
2026-02-18 08:55:00,2026-02-18 09:30:00,LONG,29.44005511114,29.39148245658291,217.10378870266712,-13.097708210455231
2026-02-18 09:35:00,2026-02-18 09:35:00,LONG,29.44805431098,29.402191496988753,216.75301468281214,-12.49010865254177
2026-02-18 10:10:00,2026-02-18 10:10:00,LONG,29.30606851382,29.43718566706541,217.52355539654613,25.959756832547818
2026-02-18 10:40:00,2026-02-18 10:40:00,LONG,29.1143481437,29.064860542874836,246.31423162055665,-15.053135888705594
2026-02-18 14:35:00,2026-02-18 14:35:00,LONG,28.833115823279996,28.778441003740593,248.3324424633559,-16.436179695361954
2026-02-18 15:25:00,2026-02-18 15:25:00,SHORT,29.125911717540003,29.196157670325892,197.3640799496776,-16.168936960443347
2026-02-19 21:20:00,2026-02-19 21:20:00,SHORT,29.381246331525,29.163381270727697,195.323154456887,40.27557747109936
2026-02-20 00:15:00,2026-02-20 00:15:00,SHORT,29.182166741475,29.22897502778826,160.11292260937375,-9.36658617058231
2026-02-20 00:55:00,2026-02-20 00:55:00,SHORT,29.224921615560003,29.266620138864205,196.99399314455974,-10.52049796072617
2026-02-20 01:35:00,2026-02-20 02:10:00,SHORT,29.51995110966,29.358504030991078,215.87522601128052,32.317315119297
2026-02-20 03:10:00,2026-02-20 03:10:00,LONG,29.318067313580002,29.43599879638228,196.84757848270766,20.89676478318818
2026-02-20 03:50:00,2026-02-20 04:05:00,SHORT,29.49494861016,29.3843464981613,196.04733535435122,19.378960209071643
2026-02-20 04:20:00,2026-02-20 04:25:00,LONG,29.283070814280002,29.399511282256736,219.29143317898652,22.95557271711067
2026-02-20 05:10:00,2026-02-20 05:15:00,LONG,29.31906721356,29.27895063555215,219.53587000054017,-11.37813981458957
2026-02-20 05:45:00,2026-02-20 06:00:00,SHORT,29.48894801028,29.36914933204668,196.7086256015921,21.254567344086432
2026-02-20 06:45:00,2026-02-20 07:10:00,LONG,29.260073114740003,29.21695690160746,198.71702421894838,-10.89028826217701
2026-02-20 07:15:00,2026-02-20 07:35:00,LONG,29.21607751562,29.178063264598283,198.7955761456523,-9.87725289260785
2026-02-20 07:45:00,2026-02-20 07:45:00,LONG,29.141085017119998,29.103747141740175,220.6315118177911,-10.806393385692528
2026-02-20 08:45:00,2026-02-20 09:00:00,LONG,28.982100920300002,29.108387489201366,221.59718365617599,25.40461332679194
2026-02-20 09:15:00,2026-02-20 09:15:00,SHORT,29.27892701448,29.32228801482068,241.32724217491935,-13.294697390511633
2026-02-20 09:45:00,2026-02-20 10:00:00,SHORT,29.35473573285,29.394732307063247,219.01103002173744,-11.334799155697569
2026-02-20 10:15:00,2026-02-20 10:15:00,SHORT,29.443771328399997,29.483915707070945,159.582619754453,-8.288393320386295
2026-02-20 11:10:00,2026-02-20 11:10:00,SHORT,29.651964307020002,29.525186789030144,195.27119701708472,22.449830266155754
2026-02-20 11:40:00,2026-02-20 11:40:00,LONG,29.507048409800003,29.462162151553784,217.98694366609993,-12.35356492018547
2026-02-20 12:15:00,2026-02-20 12:15:00,LONG,29.402232929300002,29.35854955256807,197.17244998335266,-10.928637271075557
2026-02-20 12:45:00,2026-02-20 12:55:00,LONG,29.25507361484,29.39530653401188,219.34235175723452,28.179964018624176
2026-02-20 13:25:00,2026-02-20 13:25:00,LONG,29.2020789159,29.15058495622201,198.87365297140852,-12.559705193723405
2026-02-20 13:55:00,2026-02-20 14:10:00,LONG,28.760989561375002,28.69812481958331,223.46673949701443,-16.613409430755436
2026-02-23 00:35:00,2026-02-23 00:35:00,LONG,28.688018765025003,28.625057692074034,201.8351962498536,-15.018778169937498
2026-02-23 01:05:00,2026-02-23 01:05:00,LONG,28.478102775525,28.42965906111519,230.44459083615098,-13.784176405732051
2026-02-23 01:35:00,2026-02-23 01:45:00,LONG,27.821365608375004,27.739417207018484,257.9848363577678,-24.003984517267533
2026-02-23 02:45:00,2026-02-23 02:55:00,LONG,27.6209458184,27.528595659873584,236.6764918685803,-24.463260122278122
2026-02-23 03:15:00,2026-02-23 03:15:00,LONG,27.322266953499998,27.250088730632513,232.97959743915857,-19.35553918859827
2026-02-23 04:25:00,2026-02-23 05:00:00,LONG,26.9773014604,27.196010048068572,235.48805509127337,48.94152573684651
2026-02-23 05:10:00,2026-02-23 05:15:00,SHORT,27.29672885412,27.357219307146117,211.04608404421717,-15.07572683526724
2026-02-23 05:40:00,2026-02-23 06:10:00,SHORT,27.593758548180002,27.65272697664141,281.69040493156893,-19.72664363527737
2026-02-23 06:15:00,2026-02-23 06:20:00,SHORT,27.7177709457,27.772809350472823,257.4719270768648,-17.031131637617083
2026-02-23 06:50:00,2026-02-23 07:00:00,SHORT,27.806779843919998,27.858893685468562,206.07151922436734,-13.035548318800492
2026-02-23 07:30:00,2026-02-23 07:30:00,LONG,27.697229445999998,27.647691075728833,206.64932258703297,-12.522421311359812
2026-02-23 08:05:00,2026-02-23 08:05:00,LONG,27.651234046920003,27.60507743119777,229.073581702683,-13.102698866903843
2026-02-23 08:50:00,2026-02-23 09:00:00,LONG,27.50799102405,27.631235376195733,207.51941170149553,23.28198836887292
2026-02-23 09:20:00,2026-02-23 09:30:00,SHORT,27.713079414899997,27.755522325227034,206.43978293802067,-11.053842796831749
2026-02-23 09:50:00,2026-02-23 09:50:00,SHORT,28.072806438599997,28.122251126928905,253.0762951816118,-15.360108589637527
2026-02-23 10:20:00,2026-02-23 10:30:00,SHORT,28.126744794224997,27.977520945992172,230.25959628763346,31.78338597931628
2026-02-23 10:50:00,2026-02-23 10:55:00,LONG,27.732225945299998,27.68251691747825,228.77241145891026,-13.905252626244888
2026-02-23 11:20:00,2026-02-23 11:20:00,LONG,27.7548922117,27.706012514671723,228.2568924570222,-13.68676307550483
2026-02-23 11:50:00,2026-02-23 11:50:00,LONG,27.64823434698,27.60181286174738,228.8126595318762,-13.148081179014707
2026-02-23 12:20:00,2026-02-23 12:20:00,LONG,27.476,27.424699677466688,229.9225612113956,-14.317324423948243
2026-02-23 12:55:00,2026-02-23 13:10:00,SHORT,27.67576674654,27.522916496622855,205.65535923455639,29.170378944083662
2026-02-23 13:30:00,2026-02-23 13:30:00,LONG,27.32926625336,27.2756669993841,231.52413050508318,-14.935510706882816
2026-02-23 14:00:00,2026-02-23 14:00:00,LONG,27.066167846149998,27.001163835533035,261.8776060545731,-19.851494742691106
2026-02-23 14:30:00,2026-02-23 14:35:00,LONG,26.729326265359997,26.65309700261762,264.631102527534,-22.99392922260666
2026-02-23 15:00:00,2026-02-23 15:00:00,LONG,26.618337367579997,26.53621034532196,242.04661247326746,-22.44776745885937
2026-02-24 00:10:00,2026-02-24 00:10:00,SHORT,26.385048481275,26.43131379730526,214.5702423740231,-12.19570943722465
2026-02-24 00:40:00,2026-02-24 01:00:00,SHORT,26.51665086972,26.382570451753157,259.3375285115993,32.03528797062683
2026-02-24 01:10:00,2026-02-24 01:10:00,LONG,26.364448681250003,26.325018690213636,215.22638018209832,-10.75270963373833
2026-02-24 01:45:00,2026-02-24 01:45:00,LONG,26.1123879777,26.03876964413623,217.06014093153763,-18.240397461952526
2026-02-24 02:20:00,2026-02-24 02:45:00,LONG,25.968402380580002,25.89990546893765,217.8477958120423,-17.178796148478018
2026-02-24 02:50:00,2026-02-24 03:00:00,LONG,25.86541268264,25.801229339361104,241.92436669836346,-18.024293102515994
2026-02-24 03:20:00,2026-02-24 03:20:00,SHORT,26.16161537682,26.23440480590174,238.68554633331382,-19.878493945195746
2026-02-24 03:50:00,2026-02-24 04:10:00,SHORT,26.3205226845,26.1340536026293,213.6516410271261,37.60599196693901
2026-02-24 05:10:00,2026-02-24 06:15:00,SHORT,26.317630973700002,26.142284394743278,214.5209571046394,35.372288795115786
2026-02-24 06:20:00,2026-02-24 06:25:00,LONG,26.15853109155,26.11116260760116,216.6694721495233,-12.526301141478193
2026-02-24 06:55:00,2026-02-24 07:00:00,LONG,26.13638557722,26.27701386675078,239.98220081590486,31.22588017112796
2026-02-24 13:05:00,2026-02-24 13:25:00,LONG,26.2173774756,26.179112935884962,216.60543229004642,-10.556522396134152
2026-02-24 13:45:00,2026-02-24 13:45:00,SHORT,26.49964917006,26.54720183566631,214.01950860533918,-12.449845762623118
2026-02-24 14:35:00,2026-02-24 14:35:00,SHORT,26.59763347065,26.448792377131983,235.97604921380386,32.626420596390915
2026-02-24 15:05:00,2026-02-24 15:15:00,LONG,26.4523539709,26.668548050551482,214.89664127500103,44.16698901914603
2026-02-24 16:05:00,2026-02-24 16:10:00,SHORT,27.08970815826,26.87946952392054,210.76378678192447,42.04460318782413
2026-02-24 16:45:00,2026-02-24 17:05:00,SHORT,27.137712957300003,27.210682098665995,211.30805677404012,-17.718902009623985
2026-02-24 17:45:00,2026-02-24 17:50:00,LONG,26.98630056022,26.928147780205887,212.1474092661355,-14.622056336779833
2026-02-24 19:20:00,2026-02-24 19:20:00,SHORT,27.10170935802,26.949283281281417,233.68049500847053,33.09999232155359
2026-02-24 19:50:00,2026-02-24 19:50:00,SHORT,27.096708858120003,27.143952504227208,211.64440019285502,-12.296799361931116
2026-02-24 20:20:00,2026-02-24 20:20:00,SHORT,27.268726054679995,27.32128309799998,210.0423651893518,-13.334656455053796
2026-02-24 21:05:00,2026-02-24 21:20:00,LONG,27.0172974596,27.181564890662266,234.63884470929665,35.99237985447931
2026-02-24 22:05:00,2026-02-24 22:25:00,SHORT,27.29972915406,27.152992189831966,210.29511738899157,28.57401044562926
2026-02-25 03:35:00,2026-02-25 03:40:00,LONG,27.0672924586,27.02078713839955,235.77043254107994,-13.512860527609662
2026-02-25 04:05:00,2026-02-25 04:30:00,LONG,27.00829835978,27.219643475800105,241.71223355601003,48.452971715920135
2026-02-25 04:35:00,2026-02-25 04:45:00,SHORT,27.215720755739998,27.28084796439094,212.32567746320902,-16.145148508423123
2026-02-25 05:05:00,2026-02-25 05:10:00,SHORT,27.260398437524994,27.09581318426623,234.5057179582199,36.05453373100663
2026-02-25 05:35:00,2026-02-25 05:35:00,LONG,26.8323159633,26.776445303340008,239.17622791973352,-15.924649374517978
2026-02-25 06:55:00,2026-02-25 07:15:00,LONG,26.858313362780002,26.970253648368313,215.28199866400155,21.77624436851238
2026-02-25 08:25:00,2026-02-25 08:25:00,SHORT,26.975696760539996,27.012094603421044,237.99967191994685,-11.234222525677021
2026-02-25 08:55:00,2026-02-25 09:00:00,SHORT,27.067705958700003,26.945351758414088,260.0324096425333,29.013391631669307
2026-02-25 09:35:00,2026-02-25 10:00:00,LONG,26.83131606332,26.788293333539205,216.37144127556343,-11.627378705435806
2026-02-25 10:45:00,2026-02-25 10:45:00,SHORT,26.915690761740002,26.951733446784406,215.3943166237563,-10.08548959746289
2026-02-25 11:25:00,2026-02-25 11:25:00,SHORT,27.056,27.09516971022741,260.3420135551227,-13.019125646965607
2026-02-25 11:55:00,2026-02-25 11:55:00,SHORT,27.154856242799998,27.194347219359816,236.01992146533888,-11.888020264243707
2026-02-25 12:25:00,2026-02-25 12:25:00,SHORT,27.309730153859995,27.357915690979272,262.98078632167955,-15.549712913174373
2026-02-25 12:55:00,2026-02-25 12:55:00,SHORT,27.52575174954,27.577700744395536,260.5011819875034,-16.40638401909495
2026-02-25 13:40:00,2026-02-25 13:40:00,SHORT,27.5727564486,27.63092719896459,208.8241392395723,-14.455458709291307
2026-02-25 14:10:00,2026-02-25 14:25:00,SHORT,27.876786842519998,27.93563686258673,206.23970719893745,-14.441785933996673
2026-02-25 14:40:00,2026-02-25 14:40:00,SHORT,28.14425179335,28.212798721248724,253.59177362063318,-20.24475048869212
2026-02-25 15:35:00,2026-02-25 15:35:00,LONG,27.949204240960004,27.866772779977868,205.01169903487857,-19.184619643571814
2026-02-25 16:35:00,2026-02-25 16:35:00,SHORT,28.32083123364,28.403413934614168,201.88008514518748,-18.965436153598155
2026-02-25 17:15:00,2026-02-25 17:15:00,SHORT,28.54385352918,28.632313414025795,199.9094270697284,-19.97351264628822
2026-02-25 18:10:00,2026-02-25 18:10:00,SHORT,28.736872825320003,28.814318078534413,198.1552517192711,-17.630067025952616
2026-02-25 18:40:00,2026-02-25 18:55:00,SHORT,29.004899619959996,28.765857276941926,217.149685574707,49.4093708802253
2026-02-25 19:20:00,2026-02-25 20:05:00,LONG,28.676131526419997,28.605918670564872,199.27082837620716,-16.271503992888366
2026-02-25 20:10:00,2026-02-25 20:10:00,LONG,28.63613552722,28.57459539855072,220.74924348855782,-16.108064974820465
2026-02-25 21:35:00,2026-02-25 21:35:00,SHORT,28.8378829233,28.904676940428228,197.4488544134406,-15.471280303271513
2026-02-26 00:10:00,2026-02-26 00:20:00,LONG,27.80021914394,28.018310446163767,204.53025635934742,42.31403306624679
2026-02-26 00:40:00,2026-02-26 00:40:00,SHORT,28.31483063376,28.395437909939407,201.657440276237,-18.54551751175539
2026-02-26 01:10:00,2026-02-26 01:10:00,SHORT,28.497,28.573730720124466,243.2581288966096,-21.445688314596307
2026-02-26 02:00:00,2026-02-26 02:00:00,LONG,28.102253194325005,28.023097305048303,224.25999137612436,-20.265282870547647
2026-02-26 02:30:00,2026-02-26 02:55:00,LONG,27.76322284468,28.04017389796187,254.14400493179343,67.53495301376816
2026-02-26 03:40:00,2026-02-26 04:00:00,SHORT,28.06880603868,28.128151642513362,225.58695716614002,-15.925731845852782
2026-02-26 04:10:00,2026-02-26 04:10:00,SHORT,28.202819436,28.253310548288606,224.14462229688712,-13.850442341872837
2026-02-26 04:40:00,2026-02-26 04:40:00,SHORT,28.2378229353,28.294033747804164,245.35431495547206,-16.568390702057776
2026-02-26 06:20:00,2026-02-26 06:30:00,SHORT,28.405839731939995,28.262221466925833,221.84021351435635,29.352427677457914
2026-02-26 06:50:00,2026-02-26 07:00:00,LONG,28.1571834368,28.278780441542146,202.62279799129337,22.346355081475444
2026-02-26 09:10:00,2026-02-26 09:10:00,SHORT,28.480847230440002,28.53137450884227,200.74452214145862,-12.434081214698192
2026-02-26 09:40:00,2026-02-26 09:40:00,SHORT,29.067905918700003,29.129930452071232,244.2190410857722,-17.99320553647406
2026-02-26 10:10:00,2026-02-26 10:25:00,SHORT,29.23592271534,29.312072826518406,221.28759730593438,-19.44563440438421
2026-02-26 10:50:00,2026-02-26 11:05:00,LONG,28.887110422200003,28.808537124655277,196.938698668106,-17.743529293264665
2026-02-26 11:20:00,2026-02-26 11:20:00,LONG,28.696129526020002,28.62518633927634,240.6688744467632,-19.82949345410468
