timestamp,open,high,low,close,volume,returns
2024-12-05 08:00:00,13.207,14.638,13.08,13.514,2053208.44,
2024-12-05 12:00:00,13.538,13.732,12.3,12.825,1545740.86,-0.050984164570075485
2024-12-05 16:00:00,12.81,13.155,12.0,12.101,1129645.44,-0.05645224171539953
2024-12-05 20:00:00,12.114,13.0,11.3,12.724,2380229.39,0.05148334848359637
2024-12-06 00:00:00,12.7,13.725,11.5,13.369,2145238.96,0.05069160641307757
2024-12-06 04:00:00,13.369,13.577,12.694,13.08,796426.51,-0.02161717405939112
2024-12-06 08:00:00,13.097,13.4,12.424,12.67,722376.48,-0.03134556574923553
2024-12-06 12:00:00,12.683,13.831,12.335,13.831,1287635.72,0.0916337805840568
2024-12-06 16:00:00,13.826,14.462,13.368,13.892,1520322.98,0.0044103824741521525
2024-12-06 20:00:00,13.88,14.386,13.27,13.848,1045230.93,-0.0031672905269218843
2024-12-07 00:00:00,13.848,15.054,13.55,14.902,902905.04,0.07611207394569597
2024-12-07 04:00:00,14.905,15.314,14.263,14.573,1310721.88,-0.022077573480069668
2024-12-07 08:00:00,14.548,15.0,14.177,14.334,712340.09,-0.01640019213614219
2024-12-07 12:00:00,14.331,15.05,14.296,14.522,996159.4,0.013115669038649358
2024-12-07 16:00:00,14.533,14.913,13.835,14.722,1328470.62,0.013772207684891846
2024-12-07 20:00:00,14.716,14.886,14.2,14.246,864666.7,-0.0323325635103926
2024-12-08 00:00:00,14.23,14.451,13.564,14.191,1206472.44,-0.003860732837287606
2024-12-08 04:00:00,14.169,14.198,13.53,13.912,573688.2,-0.019660348107955694
2024-12-08 08:00:00,13.912,14.036,13.516,13.941,528661.36,0.002084531339850537
2024-12-08 12:00:00,13.96,14.67,13.915,14.489,687275.17,0.03930851445376948
2024-12-08 16:00:00,14.489,14.702,13.882,13.915,713063.26,-0.03961626061149848
2024-12-08 20:00:00,13.895,14.411,13.79,14.051,532480.16,0.009773625583902268
2024-12-09 00:00:00,14.056,14.463,13.52,13.664,872402.56,-0.02754252366379617
2024-12-09 04:00:00,13.666,13.967,12.534,13.514,2579418.19,-0.010977751756440335
2024-12-09 08:00:00,13.514,13.74,12.419,12.507,1604853.14,-0.07451531744857187
2024-12-09 12:00:00,12.507,13.547,12.3,12.616,1948232.79,0.008715119533061477
2024-12-09 16:00:00,12.64,13.432,12.4,12.73,1158292.27,0.009036144578313365
2024-12-09 20:00:00,12.73,13.84,12.064,13.598,3803019.18,0.0681853888452475
2024-12-10 00:00:00,13.567,13.77,12.702,13.085,1018418.3,-0.03772613619649945
2024-12-10 04:00:00,13.08,13.9,12.68,13.706,855563.82,0.047458922430263506
2024-12-10 08:00:00,13.71,14.5,13.602,14.33,764562.03,0.04552750620166357
2024-12-10 12:00:00,14.333,14.443,13.035,13.036,1535956.79,-0.09030006978367067
2024-12-10 16:00:00,13.036,13.732,12.627,13.231,2140996.1,0.01495857625038366
2024-12-10 20:00:00,13.231,14.0,13.0,13.573,1010762.38,0.025848386365354026
2024-12-11 00:00:00,13.56,13.914,13.06,13.786,771192.97,0.0156929197671849
2024-12-11 04:00:00,13.817,13.945,13.33,13.536,653625.81,-0.018134339184680104
2024-12-11 08:00:00,13.549,14.412,13.537,14.248,569625.66,0.05260047281323876
2024-12-11 12:00:00,14.249,15.834,14.14,15.532,1980347.0,0.0901179112857946
2024-12-11 16:00:00,15.532,16.598,15.067,16.309,2327471.12,0.05002575328354375
2024-12-11 20:00:00,16.32,16.584,15.83,16.144,888797.81,-0.010117113250352694
2024-12-12 00:00:00,16.17,16.652,15.62,16.383,1075392.86,0.014804261645193328
2024-12-12 04:00:00,16.376,18.401,16.294,17.707,3080076.34,0.08081547946041634
2024-12-12 08:00:00,17.729,18.384,17.519,17.832,1552334.68,0.007059355057321914
2024-12-12 12:00:00,17.832,18.9,17.654,18.282,2186561.29,0.02523553162853287
2024-12-12 16:00:00,18.278,18.841,17.0,17.445,2434027.02,-0.045782737118477135
2024-12-12 20:00:00,17.445,18.493,17.238,18.079,1509957.34,0.036342791630839866
2024-12-13 00:00:00,18.08,18.214,17.248,17.826,1111661.53,-0.013994136843851979
2024-12-13 04:00:00,17.826,17.843,16.972,17.345,1237210.12,-0.026983058453943776
2024-12-13 08:00:00,17.345,18.369,17.275,17.932,926109.71,0.03384260593831079
2024-12-13 12:00:00,17.953,18.1,17.254,17.945,1197113.55,0.0007249609636406085
2024-12-13 16:00:00,17.959,19.71,17.41,19.466,2855193.11,0.08475898578991359
2024-12-13 20:00:00,19.483,19.74,19.027,19.509,1241957.31,0.002208979759580787
2024-12-14 00:00:00,19.51,22.353,19.05,20.958,2986854.85,0.07427341227125939
2024-12-14 04:00:00,20.964,21.93,20.557,20.91,2084169.82,-0.002290294875465171
2024-12-14 08:00:00,20.914,21.857,20.075,20.528,1629845.37,-0.018268770923003386
2024-12-14 12:00:00,20.528,24.0,20.256,22.793,2659713.78,0.1103371005455962
2024-12-14 16:00:00,22.743,23.65,22.0,22.939,794624.53,0.006405475365243829
2024-12-14 20:00:00,22.919,24.619,22.6,24.213,584930.92,0.05553860238022579
2024-12-15 00:00:00,24.212,25.469,23.179,24.058,2414171.2,-0.006401519844711601
2024-12-15 04:00:00,24.058,24.63,22.21,22.523,2064942.91,-0.06380413999501211
