timestamp,open,high,low,close,volume
2026-02-11 04:45:00,28.679,28.949,28.677,28.949,35719.56
2026-02-11 04:50:00,28.924,28.995,28.859,28.891,32739.98
2026-02-11 04:55:00,28.891,29.116,28.891,29.072,45209.17
2026-02-11 05:00:00,29.074,29.223,29.073,29.141,31241.89
2026-02-11 05:05:00,29.139,29.356,29.137,29.252,124124.07
2026-02-11 05:10:00,29.251,29.266,29.179,29.196,12917.2
2026-02-11 05:15:00,29.195,29.281,29.183,29.202,6369.89
2026-02-11 05:20:00,29.209,29.346,29.196,29.196,13372.67
2026-02-11 05:25:00,29.195,29.27,29.189,29.27,15668.89
2026-02-11 05:30:00,29.275,29.275,29.201,29.239,15922.9
2026-02-11 05:35:00,29.24,29.254,29.096,29.136,19990.71
2026-02-11 05:40:00,29.125,29.169,29.055,29.069,14153.18
2026-02-11 05:45:00,29.065,29.107,29.01,29.051,6038.74
2026-02-11 05:50:00,29.058,29.079,29.009,29.037,4742.77
2026-02-11 05:55:00,29.039,29.044,29.003,29.035,6940.67
2026-02-11 06:00:00,29.024,29.18,29.016,29.136,6970.91
2026-02-11 06:05:00,29.144,29.177,29.055,29.076,12279.98
2026-02-11 06:10:00,29.081,29.184,29.019,29.019,56754.42
2026-02-11 06:15:00,29.018,29.25,29.005,29.14,51911.16
2026-02-11 06:20:00,29.115,29.349,29.06,29.302,36888.28
2026-02-11 06:25:00,29.3,29.362,29.257,29.33,10457.11
2026-02-11 06:30:00,29.324,29.409,29.287,29.305,19580.23
2026-02-11 06:35:00,29.301,29.403,29.178,29.188,24230.82
2026-02-11 06:40:00,29.19,29.241,29.14,29.154,25979.11
2026-02-11 06:45:00,29.144,29.184,29.074,29.104,7517.26
2026-02-11 06:50:00,29.114,29.152,29.024,29.072,15798.17
2026-02-11 06:55:00,29.056,29.061,28.926,28.933,38861.73
2026-02-11 07:00:00,28.939,28.987,28.856,28.904,25295.82
2026-02-11 07:05:00,28.907,28.996,28.734,28.758,45267.42
2026-02-11 07:10:00,28.764,28.766,28.666,28.727,40652.51
2026-02-11 07:15:00,28.728,28.791,28.65,28.752,18278.37
2026-02-11 07:20:00,28.75,28.808,28.67,28.745,12872.99
2026-02-11 07:25:00,28.743,28.821,28.697,28.778,6143.17
2026-02-11 07:30:00,28.767,28.843,28.735,28.775,16832.37
2026-02-11 07:35:00,28.783,28.896,28.752,28.808,43054.5
2026-02-11 07:40:00,28.811,28.934,28.804,28.887,22599.5
2026-02-11 07:45:00,28.872,28.905,28.833,28.902,6497.75
2026-02-11 07:50:00,28.895,28.928,28.838,28.838,13114.69
2026-02-11 07:55:00,28.844,28.854,28.706,28.73,16073.29
2026-02-11 08:00:00,28.734,28.835,28.724,28.788,17267.41
2026-02-11 08:05:00,28.794,28.859,28.708,28.763,10113.5
2026-02-11 08:10:00,28.753,28.789,28.696,28.75,8397.42
2026-02-11 08:15:00,28.75,28.75,28.58,28.693,40503.24
2026-02-11 08:20:00,28.683,28.786,28.683,28.73,14401.78
2026-02-11 08:25:00,28.725,28.798,28.67,28.798,5727.18
2026-02-11 08:30:00,28.784,28.784,28.714,28.742,6031.31
2026-02-11 08:35:00,28.747,28.827,28.669,28.816,24920.75
2026-02-11 08:40:00,28.822,28.964,28.792,28.943,25539.66
2026-02-11 08:45:00,28.957,29.024,28.893,28.927,24900.2
2026-02-11 08:50:00,28.925,28.998,28.85,28.863,12403.26
2026-02-11 08:55:00,28.862,28.892,28.833,28.881,6419.49
2026-02-11 09:00:00,28.862,28.91,28.833,28.836,7630.29
2026-02-11 09:05:00,28.841,28.967,28.821,28.914,6232.83
2026-02-11 09:10:00,28.921,28.942,28.882,28.929,2969.91
2026-02-11 09:15:00,28.927,28.929,28.78,28.859,6957.01
2026-02-11 09:20:00,28.856,28.891,28.766,28.784,6398.97
2026-02-11 09:25:00,28.767,28.813,28.749,28.813,14547.38
2026-02-11 09:30:00,28.813,28.847,28.788,28.801,6773.63
2026-02-11 09:35:00,28.796,28.796,28.75,28.75,3895.63
2026-02-11 09:40:00,28.75,28.76,28.63,28.674,9296.16
2026-02-11 09:45:00,28.674,28.674,28.5,28.523,49505.83
2026-02-11 09:50:00,28.524,28.586,28.499,28.556,32293.02
2026-02-11 09:55:00,28.554,28.595,28.504,28.545,6407.68
2026-02-11 10:00:00,28.556,28.585,28.367,28.404,97973.91
2026-02-11 10:05:00,28.404,28.529,28.383,28.439,30512.0
2026-02-11 10:10:00,28.449,28.511,28.403,28.452,12800.37
2026-02-11 10:15:00,28.46,28.539,28.385,28.405,8419.81
2026-02-11 10:20:00,28.397,28.561,28.383,28.501,8924.22
2026-02-11 10:25:00,28.509,28.54,28.457,28.503,5054.51
2026-02-11 10:30:00,28.512,28.538,28.367,28.428,20958.38
2026-02-11 10:35:00,28.422,28.522,28.412,28.511,8981.87
2026-02-11 10:40:00,28.51,28.539,28.447,28.453,20088.6
2026-02-11 10:45:00,28.456,28.558,28.427,28.433,23051.99
2026-02-11 10:50:00,28.433,28.54,28.433,28.515,7569.97
2026-02-11 10:55:00,28.539,28.589,28.49,28.513,6806.66
2026-02-11 11:00:00,28.51,28.645,28.5,28.536,23729.79
2026-02-11 11:05:00,28.528,28.559,28.49,28.526,10499.66
2026-02-11 11:10:00,28.529,28.539,28.493,28.52,5705.33
2026-02-11 11:15:00,28.518,28.689,28.471,28.666,26221.4
2026-02-11 11:20:00,28.668,28.696,28.63,28.671,17199.2
2026-02-11 11:25:00,28.683,28.884,28.621,28.854,91712.56
2026-02-11 11:30:00,28.853,28.878,28.721,28.837,31584.66
2026-02-11 11:35:00,28.83,28.849,28.685,28.724,21239.76
2026-02-11 11:40:00,28.72,28.771,28.7,28.747,7606.88
2026-02-11 11:45:00,28.742,29.033,28.673,28.976,63859.3
2026-02-11 11:50:00,28.98,29.194,28.876,29.135,81916.06
2026-02-11 11:55:00,29.138,29.27,29.03,29.087,78550.36
2026-02-11 12:00:00,29.074,29.168,29.03,29.031,32437.09
2026-02-11 12:05:00,29.031,29.105,28.984,29.032,22791.72
2026-02-11 12:10:00,29.026,29.101,28.976,28.98,25099.58
2026-02-11 12:15:00,28.983,29.068,28.981,29.046,12694.51
2026-02-11 12:20:00,29.037,29.263,29.031,29.206,36508.2
2026-02-11 12:25:00,29.201,29.311,29.169,29.251,37031.65
2026-02-11 12:30:00,29.261,29.317,29.235,29.253,18219.24
2026-02-11 12:35:00,29.253,29.31,29.0,29.051,32063.31
2026-02-11 12:40:00,29.045,29.046,28.916,29.01,29998.61
2026-02-11 12:45:00,29.009,29.009,28.93,28.968,13809.04
2026-02-11 12:50:00,28.973,28.977,28.931,28.969,5359.39
2026-02-11 12:55:00,28.966,28.98,28.93,28.949,11010.54
2026-02-11 13:00:00,28.94,28.994,28.912,28.913,9336.25
2026-02-11 13:05:00,28.912,29.005,28.832,28.985,14968.34
2026-02-11 13:10:00,28.971,29.045,28.912,28.942,15998.28
2026-02-11 13:15:00,28.937,28.996,28.864,28.981,12167.88
2026-02-11 13:20:00,28.977,29.08,28.965,29.009,13866.88
2026-02-11 13:25:00,29.008,29.008,28.889,28.978,9926.71
2026-02-11 13:30:00,28.979,29.193,28.961,29.182,50041.82
2026-02-11 13:35:00,29.184,29.193,29.05,29.111,24154.08
2026-02-11 13:40:00,29.102,29.107,29.02,29.06,8668.49
2026-02-11 13:45:00,29.06,29.161,29.044,29.125,17205.65
2026-02-11 13:50:00,29.1,29.102,28.969,29.002,28627.67
2026-02-11 13:55:00,29.009,29.151,28.994,29.144,22737.68
2026-02-11 14:00:00,29.148,29.363,29.148,29.2,55688.66
2026-02-11 14:05:00,29.2,29.2,28.825,28.95,77098.43
2026-02-11 14:10:00,28.945,29.25,28.929,29.25,56420.32
2026-02-11 14:15:00,29.249,29.257,29.154,29.256,27050.08
2026-02-11 14:20:00,29.252,29.252,28.966,29.051,32020.53
2026-02-11 14:25:00,29.053,29.108,29.016,29.051,16962.83
2026-02-11 14:30:00,29.061,29.126,28.961,29.023,25133.23
2026-02-11 14:35:00,29.02,29.13,28.978,28.994,20299.42
2026-02-11 14:40:00,28.992,29.084,28.936,29.067,46570.56
2026-02-11 14:45:00,29.07,29.131,28.9,28.9,23676.78
2026-02-11 14:50:00,28.906,28.96,28.738,28.91,30181.68
2026-02-11 14:55:00,28.919,28.941,28.693,28.79,49128.03
2026-02-11 15:00:00,28.788,28.911,28.741,28.82,15286.61
2026-02-11 15:05:00,28.823,28.871,28.606,28.658,44154.5
2026-02-11 15:10:00,28.652,28.749,28.283,28.467,154006.86
2026-02-11 15:15:00,28.468,28.794,28.43,28.699,67920.75
2026-02-11 15:20:00,28.705,28.821,28.628,28.632,59104.25
2026-02-11 15:25:00,28.642,28.786,28.604,28.703,26005.0
2026-02-11 15:30:00,28.713,28.932,28.7,28.9,47675.99
2026-02-11 15:35:00,28.9,28.938,28.789,28.812,48224.28
2026-02-11 15:40:00,28.812,28.904,28.765,28.882,27668.25
2026-02-11 15:45:00,28.873,28.939,28.76,28.76,22954.46
2026-02-11 15:50:00,28.769,28.925,28.716,28.899,57254.2
2026-02-11 15:55:00,28.909,28.94,28.847,28.905,36884.58
2026-02-11 16:00:00,28.895,29.223,28.895,29.181,49581.05
2026-02-11 16:05:00,29.184,29.354,29.18,29.247,98592.98
2026-02-11 16:10:00,29.247,29.497,29.225,29.373,90843.99
2026-02-11 16:15:00,29.401,29.401,29.257,29.313,25316.43
2026-02-11 16:20:00,29.314,29.413,29.216,29.255,52688.02
2026-02-11 16:25:00,29.256,29.288,29.12,29.12,35944.27
2026-02-11 16:30:00,29.134,29.27,29.09,29.106,31527.14
2026-02-11 16:35:00,29.107,29.128,28.993,29.051,37477.63
2026-02-11 16:40:00,29.057,29.161,29.03,29.073,31550.94
2026-02-11 16:45:00,29.074,29.278,29.07,29.126,54235.99
2026-02-11 16:50:00,29.126,29.3,29.088,29.3,17846.2
2026-02-11 16:55:00,29.299,29.322,29.263,29.294,21198.5
2026-02-11 17:00:00,29.298,29.32,29.161,29.161,86041.21
2026-02-11 17:05:00,29.162,29.229,29.097,29.18,13467.78
2026-02-11 17:10:00,29.18,29.431,29.154,29.431,30752.08
2026-02-11 17:15:00,29.432,29.687,29.388,29.642,130484.88
2026-02-11 17:20:00,29.66,29.759,29.555,29.555,170053.28
2026-02-11 17:25:00,29.555,29.656,29.555,29.606,31501.98
2026-02-11 17:30:00,29.607,29.642,29.516,29.619,26330.02
2026-02-11 17:35:00,29.616,29.65,29.54,29.599,23171.81
2026-02-11 17:40:00,29.598,29.613,29.451,29.466,42110.0
2026-02-11 17:45:00,29.47,29.558,29.361,29.499,28748.07
2026-02-11 17:50:00,29.5,29.552,29.434,29.5,16053.85
2026-02-11 17:55:00,29.499,29.605,29.436,29.453,55791.47
2026-02-11 18:00:00,29.453,29.463,29.32,29.402,26635.6
2026-02-11 18:05:00,29.401,29.401,29.279,29.298,22283.04
2026-02-11 18:10:00,29.293,29.383,29.255,29.364,12049.62
2026-02-11 18:15:00,29.365,29.653,29.365,29.643,58227.68
2026-02-11 18:20:00,29.645,29.696,29.569,29.667,18970.83
2026-02-11 18:25:00,29.671,29.73,29.647,29.726,13339.83
2026-02-11 18:30:00,29.726,29.732,29.571,29.588,7666.86
2026-02-11 18:35:00,29.586,29.652,29.564,29.639,7487.44
2026-02-11 18:40:00,29.638,29.659,29.54,29.583,4191.84
2026-02-11 18:45:00,29.583,29.643,29.543,29.642,10292.08
2026-02-11 18:50:00,29.643,29.684,29.584,29.67,11674.82
2026-02-11 18:55:00,29.68,29.79,29.661,29.761,18034.61
2026-02-11 19:00:00,29.755,29.772,29.542,29.607,33975.12
2026-02-11 19:05:00,29.613,29.672,29.44,29.45,104885.38
2026-02-11 19:10:00,29.441,29.566,29.402,29.547,9205.5
2026-02-11 19:15:00,29.549,29.591,29.478,29.517,11660.35
2026-02-11 19:20:00,29.517,29.517,29.432,29.449,18706.45
2026-02-11 19:25:00,29.453,29.494,29.44,29.446,6133.84
2026-02-11 19:30:00,29.446,29.553,29.39,29.553,29582.36
2026-02-11 19:35:00,29.552,29.575,29.52,29.553,10638.13
2026-02-11 19:40:00,29.553,29.583,29.53,29.568,8379.67
2026-02-11 19:45:00,29.568,29.599,29.498,29.58,10191.96
2026-02-11 19:50:00,29.58,29.599,29.506,29.549,6540.23
2026-02-11 19:55:00,29.549,29.549,29.47,29.514,7605.48
2026-02-11 20:00:00,29.515,29.576,29.483,29.565,7994.87
2026-02-11 20:05:00,29.566,29.583,29.478,29.524,6548.32
2026-02-11 20:10:00,29.519,29.669,29.503,29.611,8621.94
2026-02-11 20:15:00,29.611,29.749,29.596,29.725,25065.55
2026-02-11 20:20:00,29.728,29.848,29.728,29.838,26559.28
2026-02-11 20:25:00,29.832,29.877,29.699,29.798,26893.68
2026-02-11 20:30:00,29.804,29.853,29.761,29.816,16336.48
2026-02-11 20:35:00,29.815,29.961,29.804,29.945,46803.59
2026-02-11 20:40:00,29.944,30.017,29.842,29.978,36236.29
2026-02-11 20:45:00,29.971,30.014,29.847,29.994,33376.75
2026-02-11 20:50:00,29.986,30.081,29.9,30.034,20591.61
2026-02-11 20:55:00,30.03,30.15,29.975,30.04,75317.42
2026-02-11 21:00:00,30.039,30.067,29.967,30.062,14778.74
2026-02-11 21:05:00,30.073,30.134,30.007,30.113,23549.52
2026-02-11 21:10:00,30.113,30.116,29.922,30.02,49709.64
2026-02-11 21:15:00,30.023,30.051,29.929,29.986,9156.29
2026-02-11 21:20:00,29.986,30.104,29.951,30.103,24067.96
2026-02-11 21:25:00,30.096,30.178,30.088,30.17,76716.05
2026-02-11 21:30:00,30.17,30.179,29.942,30.073,44305.23
2026-02-11 21:35:00,30.073,30.106,30.039,30.086,15956.2
