entry_time,exit_time,side,entry_price,exit_price,quantity,leverage,pnl,pnl_pct,tp_price,sl_price
2026-02-11 21:50:00,2026-02-11 22:00:00,LONG,29.924006701459998,29.85091009212221,164.5487477973174,5,-13.992727485270438,-0.1398287840824813,30.135152005881253,29.85091009212221
2026-02-12 00:10:00,2026-02-12 00:15:00,SHORT,29.51895100968,29.587421253646387,166.54011193060543,5,-13.374039073006218,-0.13383339233420602,29.321775327043756,29.587421253646387
2026-02-12 00:35:00,2026-02-12 00:40:00,SHORT,29.742973405199997,29.808135336084906,208.0081522245996,5,-16.034346899764813,-0.1606700002030271,29.519812232418523,29.808135336084906
2026-02-12 01:00:00,2026-02-12 01:05:00,SHORT,29.8929884022,29.953008996342618,190.6344573137795,5,-13.726023638001514,-0.13776110053312327,29.701035685228863,29.953008996342618
2026-02-12 01:25:00,2026-02-12 01:25:00,SHORT,30.07700679852,30.13819772141117,189.20709628021044,5,-13.858701190139612,-0.1392845974677143,29.881134995903643,30.13819772141117
2026-02-12 01:50:00,2026-02-12 01:55:00,SHORT,30.20107409055,30.263204112139878,188.16737178772217,5,-13.968661903544167,-0.1405855535588623,30.002047098503695,30.263204112139878
2026-02-12 02:25:00,2026-02-12 02:30:00,SHORT,30.557054788919995,30.632113667125278,180.5190306436885,5,-15.761427721123061,-0.15885190560796666,30.31922848088996,30.632113667125278
2026-02-12 02:50:00,2026-02-12 03:25:00,SHORT,30.823823059425003,30.588707216187114,158.1058212020878,5,35.238682403177556,0.35571892353450246,30.588707216187114,30.904887412855413
2026-02-12 03:50:00,2026-02-12 04:00:00,LONG,30.55794328878,30.48239819943403,160.08079337360476,5,-14.04517643306076,-0.1412772981083088,30.7763105799106,30.48239819943403
2026-02-12 04:25:00,2026-02-12 04:25:00,LONG,30.524946589440002,30.457442869912132,160.02743439346972,5,-12.752057624324562,-0.12845157725370737,30.718764528268398,30.457442869912132
2026-02-12 04:50:00,2026-02-12 04:50:00,LONG,30.32886208295,30.26394504902549,160.85516939641317,5,-12.38948529162547,-0.12495989623797953,30.51485836843123,30.26394504902549
2026-02-12 05:15:00,2026-02-12 06:20:00,LONG,30.17498159644,30.429634649417494,229.7386309077349,5,55.7072987061728,0.5625647608891186,30.429634649417494,30.107546837645625
2026-02-12 06:25:00,2026-02-12 06:25:00,SHORT,30.5080498899,30.572109107028133,181.46498134254543,5,-13.84361152445831,-0.13901878463397574,30.30700115103316,30.572109107028133
2026-02-12 07:10:00,2026-02-12 07:10:00,LONG,30.22097699552,30.15598533964719,161.9092925466766,5,-12.475766724759724,-0.12545717389992295,30.407244955259493,30.15598533964719
2026-02-12 08:15:00,2026-02-12 08:25:00,SHORT,30.41204029182,30.238195805882707,160.65811374574656,5,25.9863225952851,0.2616485159232731,30.238195805882707,30.47299090521697
2026-02-12 08:55:00,2026-02-12 09:10:00,SHORT,30.40403949198,30.47371204691041,161.1208609936664,5,-13.189682327084652,-0.13245639927175118,30.20355019489183,30.47371204691041
2026-02-12 09:20:00,2026-02-12 09:20:00,SHORT,30.59605868814,30.660848016100637,159.8975997440181,5,-12.320696431489907,-0.1238937785815876,30.41056329263806,30.660848016100637
2026-02-12 09:55:00,2026-02-12 10:30:00,SHORT,30.766075684740002,30.84281547321633,179.4760972446204,5,-15.987176998776528,-0.16096239372572613,30.5227168059672,30.84281547321633
2026-02-12 11:05:00,2026-02-12 11:05:00,SHORT,30.880087082459998,30.949984038448754,157.97592318485644,5,-12.997777070547302,-0.13107544376811375,30.67910537710198,30.949984038448754
2026-02-12 11:30:00,2026-02-12 11:30:00,SHORT,31.507149769919998,31.59776531040778,199.8861425936141,5,-20.63917301612853,-0.20840789703028545,31.185886979578417,31.59776531040778
2026-02-12 11:55:00,2026-02-12 12:10:00,SHORT,31.616139819824994,31.70828619651565,178.77872083553416,5,-18.74131809282497,-0.18963917616814097,31.31513673281921,31.70828619651565
2026-02-13 00:05:00,2026-02-13 00:05:00,SHORT,31.14111317724,31.21314388202655,181.16160590313274,5,-15.311047461847066,-0.1552234047317124,30.908659217800153,31.21314388202655
2026-02-13 00:35:00,2026-02-13 00:45:00,LONG,30.70892818576,30.626801036291123,157.8036042673273,5,-14.893168030672484,-0.15122167433822162,30.947339467328938,30.626801036291123
2026-02-13 01:00:00,2026-02-13 01:00:00,LONG,30.53594548922,30.448117562369177,179.0699242320451,5,-17.908277048595465,-0.18211176429244158,30.816501896801306,30.448117562369177
2026-02-13 01:25:00,2026-02-13 01:25:00,LONG,30.518786073450002,30.439470505589448,204.57731211664031,5,-18.717055705232095,-0.19068360440721016,30.798604588359147,30.439470505589448
2026-02-13 02:10:00,2026-02-13 02:10:00,SHORT,30.903089381999997,30.97837989849158,176.24821339382848,5,-15.453772661517487,-0.15773906338066862,30.664638521409984,30.97837989849158
2026-02-13 02:55:00,2026-02-13 03:05:00,SHORT,31.311017835074995,31.009618617134315,198.66719816549943,5,57.413900538809024,0.5869584837406173,31.009618617134315,31.396253097096135
2026-02-13 03:25:00,2026-02-13 03:30:00,LONG,31.006898379800003,31.255037591493362,156.13546062740303,5,36.79132224095357,0.3739332218431017,31.255037591493362,30.921546943261106
2026-02-13 03:50:00,2026-02-13 04:30:00,LONG,30.761922884700002,30.674031192394253,178.51595068221565,5,-17.880390544856137,-0.18105257800848396,31.04259442908106,30.674031192394253
2026-02-13 04:40:00,2026-02-13 04:45:00,LONG,30.711209063825006,30.634823399503293,157.94172934998548,5,-13.999890714938331,-0.14201668540197082,30.932081793335414,30.634823399503293
2026-02-13 06:30:00,2026-02-13 07:10:00,LONG,30.58594048822,30.769540624819843,158.3633773435418,5,27.126430363624404,0.2755653344280223,30.769540624819843,30.52177378711255
2026-02-13 07:25:00,2026-02-13 07:35:00,SHORT,30.76207528482,30.565949113001015,157.85895513867058,5,29.030229042772348,0.29409475479819397,30.565949113001015,30.83036696538657
2026-02-13 07:55:00,2026-02-13 08:10:00,SHORT,30.868085882699997,30.632007497705402,178.303638813573,5,39.908915729365745,0.4031172498353247,30.632007497705402,30.942662688185884
2026-02-13 08:40:00,2026-02-13 08:40:00,LONG,30.55394368886,30.481909221241267,160.07628586811325,5,-13.482782356615555,-0.13564187394260036,30.761589247844856,30.481909221241267
2026-02-13 09:15:00,2026-02-13 09:15:00,LONG,30.334965593240003,30.2530295574563,161.01312582837707,5,-15.141231181449347,-0.15253339356146262,30.57294471904258,30.2530295574563
2026-02-13 10:30:00,2026-02-13 10:30:00,SHORT,30.48404749038,30.553594654324,159.94930217059357,5,-13.078830798291829,-0.13195796616543531,30.283973648610328,30.553594654324
2026-02-13 11:15:00,2026-02-13 11:20:00,SHORT,30.600733870574995,30.37777199246086,179.82884772654754,5,37.909857734650046,0.38299430058524603,30.37777199246086,30.671355250894845
2026-02-13 12:10:00,2026-02-13 12:15:00,LONG,30.226403088075003,30.152542554467317,161.74916592183166,5,-13.897739149027654,-0.13986986849477656,30.439759238172577,30.152542554467317
2026-02-13 13:15:00,2026-02-13 13:15:00,SHORT,30.359,30.420407816142085,160.79570341414097,5,-11.830701340869084,-0.11923352234119791,30.175768641602357,30.420407816142085
2026-02-13 14:05:00,2026-02-13 14:10:00,LONG,30.42595649142,30.33775462119383,160.27222779760575,5,-16.081230044869628,-0.1622651595313828,30.68303800435338,30.33775462119383
2026-02-13 15:00:00,2026-02-13 15:05:00,SHORT,31.01210027982,31.116613065640607,156.9564596464221,5,-18.357538219375407,-0.1855349529760483,30.70543647949778,31.116613065640607
2026-02-14 00:10:00,2026-02-14 00:10:00,LONG,31.523846669460003,31.47394801807041,154.15283268990544,5,-9.632737756280093,-0.09753658618181689,31.66348415934858,31.47394801807041
2026-02-14 00:40:00,2026-02-14 00:40:00,SHORT,31.73917296528,31.78867205922466,152.92709840837844,5,-9.514292562909272,-0.09643132150613874,31.60084581182286,31.78867205922466
2026-02-14 01:15:00,2026-02-14 01:15:00,SHORT,31.96119516084,32.014389994068004,171.45404450662323,5,-11.31606796255494,-0.1148037731131151,31.797124245299766,32.014389994068004
2026-02-14 01:40:00,2026-02-14 01:40:00,SHORT,32.1232113576,32.18430721510139,175.29686710963367,5,-12.96663570333121,-0.13170030994302911,31.92856864656251,32.18430721510139
2026-02-14 02:25:00,2026-02-14 02:25:00,LONG,31.95021320185,31.889540242199796,151.42686732480993,5,-11.119089482877037,-0.1130839726641963,32.122588451098814,31.889540242199796
2026-02-14 02:50:00,2026-02-14 03:30:00,LONG,31.7418248651,31.934056496109655,191.85803789355984,5,34.43046137806088,0.3505629940445508,31.934056496109655,31.684914488569845
2026-02-14 11:15:00,2026-02-14 11:20:00,SHORT,32.053204359,32.10599779058969,151.26790950063275,5,-9.92859489922306,-0.10073750837138727,31.904941839653304,32.10599779058969
2026-02-14 12:25:00,2026-02-14 12:35:00,LONG,31.72282676548,31.649385269853795,172.5858586829594,5,-14.859858119043732,-0.15092312685630446,31.954738319034576,31.649385269853795
2026-02-14 12:50:00,2026-02-14 12:50:00,LONG,31.53284576928,31.46430422896648,218.26355428786118,5,-17.707124554877485,-0.18011302477255908,31.791247084134096,31.46430422896648
2026-02-14 13:15:00,2026-02-14 13:15:00,LONG,31.377861272380002,31.303351055561766,178.91061713077602,5,-15.570869615743343,-0.15866928760515087,31.618688817352517,31.303351055561766
2026-02-14 13:40:00,2026-02-14 14:30:00,LONG,31.0668923786,31.319111953374836,180.41473308969617,5,43.243955573529234,0.441362118436803,31.319111953374836,30.98908957747013
2026-02-14 14:35:00,2026-02-14 14:40:00,SHORT,31.308129873899997,31.378836352834625,154.63489192978915,5,-12.874593916113415,-0.1308249534570805,31.104849013159686,31.378836352834625
2026-02-14 15:00:00,2026-02-14 15:00:00,SHORT,31.44357082845,31.510237611378493,153.7673834557919,5,-12.189275490158446,-0.12402335615221238,31.252684323425694,31.510237611378493
2026-02-14 15:35:00,2026-02-14 16:05:00,SHORT,31.513150369799998,31.315986066676537,173.17093048610198,5,31.97391845203119,0.325731988592493,31.315986066676537,31.576179045286903
2026-02-14 16:10:00,2026-02-14 16:15:00,LONG,31.2118778757,31.14645190050065,155.2517200557182,5,-12.091711278496017,-0.12278349160813656,31.399070758470742,31.14645190050065
2026-02-14 17:15:00,2026-02-14 17:15:00,SHORT,31.42214127162,31.479424899113,153.99269307798315,5,-10.76030063362724,-0.10939820230581757,31.259907351800287,31.479424899113
2026-02-14 17:50:00,2026-02-14 18:25:00,LONG,30.81491758364,31.032654952328738,156.88678702676,5,32.21267077788477,0.32785958483227806,31.032654952328738,30.739544612035235
2026-02-14 19:00:00,2026-02-14 19:00:00,SHORT,31.029405249150003,31.08872195300463,156.28187612396502,5,-11.213567281135472,-0.11375837946464358,30.86080195264042,31.08872195300463
2026-02-14 19:25:00,2026-02-14 19:30:00,SHORT,31.124111477579998,31.182451181608194,175.87352438581337,5,-12.454076394383245,-0.12648687312910664,30.94246484334712,31.182451181608194
2026-02-14 19:50:00,2026-02-14 19:50:00,SHORT,31.36954123215,31.42543997546828,219.41324308919388,5,-15.022987636283293,-0.15277064569392,31.161632598126882,31.42543997546828
